"","date","store_nbr","family","sales","onpromotion"
"6959","2013-01-04",53,"POULTRY",0,0
"6992","2013-01-04",54,"POULTRY",26.743,0
"7025","2013-01-04",6,"POULTRY",407.44202,0
"7058","2013-01-04",7,"POULTRY",275.30902,0
"7091","2013-01-04",8,"POULTRY",309.34,0
"7124","2013-01-04",9,"POULTRY",332.672,0
"7157","2013-01-05",1,"POULTRY",212.33301,0
"7190","2013-01-05",10,"POULTRY",135.59601,0
"7223","2013-01-05",11,"POULTRY",493.728,0
"7256","2013-01-05",12,"POULTRY",49.035,0
"7289","2013-01-05",13,"POULTRY",107.825,0
"7322","2013-01-05",14,"POULTRY",111.289,0
"7355","2013-01-05",15,"POULTRY",50.92,0
"7388","2013-01-05",16,"POULTRY",99.886,0
"7421","2013-01-05",17,"POULTRY",164.084,0
"7454","2013-01-05",18,"POULTRY",136.802,0
"7487","2013-01-05",19,"POULTRY",54.599003,0
"7520","2013-01-05",2,"POULTRY",383.7,0
"7553","2013-01-05",20,"POULTRY",0,0
"7586","2013-01-05",21,"POULTRY",0,0
"7619","2013-01-05",22,"POULTRY",0,0
"7652","2013-01-05",23,"POULTRY",236.085,0
"7685","2013-01-05",24,"POULTRY",368.67502,0
"7718","2013-01-05",25,"POULTRY",94.679,0
"7751","2013-01-05",26,"POULTRY",207.019,0
"7784","2013-01-05",27,"POULTRY",220.367,0
"7817","2013-01-05",28,"POULTRY",171.873,0
"7850","2013-01-05",29,"POULTRY",0,0
"7883","2013-01-05",3,"POULTRY",619.682,0
"7916","2013-01-05",30,"POULTRY",54.003998,0
"7949","2013-01-05",31,"POULTRY",7.19,0
"7982","2013-01-05",32,"POULTRY",61.062,0
"8015","2013-01-05",33,"POULTRY",150.186,0
"8048","2013-01-05",34,"POULTRY",100.881004,0
"8081","2013-01-05",35,"POULTRY",8.738,0
"8114","2013-01-05",36,"POULTRY",0,0
"8147","2013-01-05",37,"POULTRY",210.987,0
"8180","2013-01-05",38,"POULTRY",151.37401,0
"8213","2013-01-05",39,"POULTRY",144.095,0
"8246","2013-01-05",4,"POULTRY",319.793,0
"8279","2013-01-05",40,"POULTRY",74.5,0
"8312","2013-01-05",41,"POULTRY",70.251,0
"8345","2013-01-05",42,"POULTRY",0,0
"8378","2013-01-05",43,"POULTRY",78.641,0
"8411","2013-01-05",44,"POULTRY",805.392,0
"8444","2013-01-05",45,"POULTRY",712.476,0
"8477","2013-01-05",46,"POULTRY",1306.05,0
"8510","2013-01-05",47,"POULTRY",1025.607,0
"8543","2013-01-05",48,"POULTRY",1178.729,0
"8576","2013-01-05",49,"POULTRY",352.806,0
"8609","2013-01-05",5,"POULTRY",226.044,0
"8642","2013-01-05",50,"POULTRY",349.517,0
"8675","2013-01-05",51,"POULTRY",447.893,0
"8708","2013-01-05",52,"POULTRY",0,0
"8741","2013-01-05",53,"POULTRY",0,0
"8774","2013-01-05",54,"POULTRY",31.118,0
"8807","2013-01-05",6,"POULTRY",587.658,0
"8840","2013-01-05",7,"POULTRY",273.336,0
"8873","2013-01-05",8,"POULTRY",317.585,0
"8906","2013-01-05",9,"POULTRY",510.919,0
"8939","2013-01-06",1,"POULTRY",73.758,0
"8972","2013-01-06",10,"POULTRY",161.95401,0
"9005","2013-01-06",11,"POULTRY",485.642,0
"9038","2013-01-06",12,"POULTRY",104.775,0
"9071","2013-01-06",13,"POULTRY",86.294,0
"9104","2013-01-06",14,"POULTRY",96.003,0
"9137","2013-01-06",15,"POULTRY",65.050995,0
"9170","2013-01-06",16,"POULTRY",122.93,0
"9203","2013-01-06",17,"POULTRY",148.582,0
"9236","2013-01-06",18,"POULTRY",214.575,0
"9269","2013-01-06",19,"POULTRY",59.36,0
"9302","2013-01-06",2,"POULTRY",389.669,0
"9335","2013-01-06",20,"POULTRY",0,0
"9368","2013-01-06",21,"POULTRY",0,0
"9401","2013-01-06",22,"POULTRY",0,0
"9434","2013-01-06",23,"POULTRY",156.268,0
"9467","2013-01-06",24,"POULTRY",393.387,0
"9500","2013-01-06",25,"POULTRY",84.64,0
"9533","2013-01-06",26,"POULTRY",225.11499,0
"9566","2013-01-06",27,"POULTRY",294.971,0
"9599","2013-01-06",28,"POULTRY",244.96901,0
"9632","2013-01-06",29,"POULTRY",0,0
"9665","2013-01-06",3,"POULTRY",678.378,0
"9698","2013-01-06",30,"POULTRY",62.981,0
"9731","2013-01-06",31,"POULTRY",84.152,0
"9764","2013-01-06",32,"POULTRY",65.951996,0
"9797","2013-01-06",33,"POULTRY",189.429,0
"9830","2013-01-06",34,"POULTRY",117.845,0
"9863","2013-01-06",35,"POULTRY",27.056,0
"9896","2013-01-06",36,"POULTRY",0,0
"9929","2013-01-06",37,"POULTRY",84.018,0
"9962","2013-01-06",38,"POULTRY",133.782,0
"9995","2013-01-06",39,"POULTRY",106.045,0
"10028","2013-01-06",4,"POULTRY",382.21,0
"10061","2013-01-06",40,"POULTRY",81.648,0
"10094","2013-01-06",41,"POULTRY",90.483,0
"10127","2013-01-06",42,"POULTRY",0,0
"10160","2013-01-06",43,"POULTRY",99.223,0
"10193","2013-01-06",44,"POULTRY",1144.734,0
"10226","2013-01-06",45,"POULTRY",1143.047,0
"10259","2013-01-06",46,"POULTRY",1519.98,0
"10292","2013-01-06",47,"POULTRY",1380.87,0
"10325","2013-01-06",48,"POULTRY",1329.034,0
"10358","2013-01-06",49,"POULTRY",429.779,0
"10391","2013-01-06",5,"POULTRY",268.455,0
"10424","2013-01-06",50,"POULTRY",524.591,0
"10457","2013-01-06",51,"POULTRY",558.325,0
"10490","2013-01-06",52,"POULTRY",0,0
"10523","2013-01-06",53,"POULTRY",0,0
"10556","2013-01-06",54,"POULTRY",43.074,0
"10589","2013-01-06",6,"POULTRY",763.494,0
"10622","2013-01-06",7,"POULTRY",242.168,0
"10655","2013-01-06",8,"POULTRY",358.15698,0
"10688","2013-01-06",9,"POULTRY",604.244,0
"10721","2013-01-07",1,"POULTRY",218.293,0
"10754","2013-01-07",10,"POULTRY",121.348,0
"10787","2013-01-07",11,"POULTRY",319.433,0
"10820","2013-01-07",12,"POULTRY",73.586,0
"10853","2013-01-07",13,"POULTRY",45.690998,0
"10886","2013-01-07",14,"POULTRY",79.387,0
"10919","2013-01-07",15,"POULTRY",10.477,0
"10952","2013-01-07",16,"POULTRY",64.272,0
"10985","2013-01-07",17,"POULTRY",166.56,0
"11018","2013-01-07",18,"POULTRY",86.625,0
"11051","2013-01-07",19,"POULTRY",47.431,0
"11084","2013-01-07",2,"POULTRY",255.379,0
"11117","2013-01-07",20,"POULTRY",0,0
"11150","2013-01-07",21,"POULTRY",0,0
"11183","2013-01-07",22,"POULTRY",0,0
"11216","2013-01-07",23,"POULTRY",154.05,0
"11249","2013-01-07",24,"POULTRY",334.087,0
"11282","2013-01-07",25,"POULTRY",66.604996,0
"11315","2013-01-07",26,"POULTRY",148.149,0
"11348","2013-01-07",27,"POULTRY",206.931,0
"11381","2013-01-07",28,"POULTRY",54.593,0
"11414","2013-01-07",29,"POULTRY",0,0
"11447","2013-01-07",3,"POULTRY",501.715,0
"11480","2013-01-07",30,"POULTRY",48.177002,0
"11513","2013-01-07",31,"POULTRY",64.718,0
"11546","2013-01-07",32,"POULTRY",64.003,0
"11579","2013-01-07",33,"POULTRY",109.643,0
"11612","2013-01-07",34,"POULTRY",92.073,0
"11645","2013-01-07",35,"POULTRY",23.897999,0
"11678","2013-01-07",36,"POULTRY",0,0
"11711","2013-01-07",37,"POULTRY",112.826004,0
"11744","2013-01-07",38,"POULTRY",81.72,0
"11777","2013-01-07",39,"POULTRY",91.613,0
"11810","2013-01-07",4,"POULTRY",314.613,0
"11843","2013-01-07",40,"POULTRY",104.503,0
"11876","2013-01-07",41,"POULTRY",77.835,0
"11909","2013-01-07",42,"POULTRY",0,0
"11942","2013-01-07",43,"POULTRY",90.523,0
"11975","2013-01-07",44,"POULTRY",616.595,0
"12008","2013-01-07",45,"POULTRY",701.946,0
"12041","2013-01-07",46,"POULTRY",644.025,0
"12074","2013-01-07",47,"POULTRY",703.133,0
"12107","2013-01-07",48,"POULTRY",632.709,0
"12140","2013-01-07",49,"POULTRY",243.086,0
"12173","2013-01-07",5,"POULTRY",156.69,0
"12206","2013-01-07",50,"POULTRY",317.498,0
"12239","2013-01-07",51,"POULTRY",364.42,0
"12272","2013-01-07",52,"POULTRY",0,0
"12305","2013-01-07",53,"POULTRY",0,0
"12338","2013-01-07",54,"POULTRY",5.907,0
"12371","2013-01-07",6,"POULTRY",378.07098,0
"12404","2013-01-07",7,"POULTRY",395.69202,0
"12437","2013-01-07",8,"POULTRY",260.945,0
"12470","2013-01-07",9,"POULTRY",435.082,0
"12503","2013-01-08",1,"POULTRY",165.968,0
"12536","2013-01-08",10,"POULTRY",98.938,0
"12569","2013-01-08",11,"POULTRY",285.949,0
"12602","2013-01-08",12,"POULTRY",58.344,0
"12635","2013-01-08",13,"POULTRY",39.642,0
"12668","2013-01-08",14,"POULTRY",58.902,0
"12701","2013-01-08",15,"POULTRY",52.568,0
"12734","2013-01-08",16,"POULTRY",70.969,0
"12767","2013-01-08",17,"POULTRY",120.25,0
"12800","2013-01-08",18,"POULTRY",86.721,0
"12833","2013-01-08",19,"POULTRY",27.175999,0
"12866","2013-01-08",2,"POULTRY",200.62599,0
"12899","2013-01-08",20,"POULTRY",0,0
"12932","2013-01-08",21,"POULTRY",0,0
"12965","2013-01-08",22,"POULTRY",0,0
"12998","2013-01-08",23,"POULTRY",135.06999,0
"13031","2013-01-08",24,"POULTRY",273.16,0
"13064","2013-01-08",25,"POULTRY",75.885,0
"13097","2013-01-08",26,"POULTRY",147.541,0
"13130","2013-01-08",27,"POULTRY",158.283,0
"13163","2013-01-08",28,"POULTRY",140.81,0
"13196","2013-01-08",29,"POULTRY",0,0
"13229","2013-01-08",3,"POULTRY",500.023,0
"13262","2013-01-08",30,"POULTRY",62.065,0
"13295","2013-01-08",31,"POULTRY",87.31,0
"13328","2013-01-08",32,"POULTRY",61.369,0
"13361","2013-01-08",33,"POULTRY",81.967,0
"13394","2013-01-08",34,"POULTRY",107.692,0
"13427","2013-01-08",35,"POULTRY",15.54,0
"13460","2013-01-08",36,"POULTRY",0,0
"13493","2013-01-08",37,"POULTRY",107.884,0
"13526","2013-01-08",38,"POULTRY",73.874,0
"13559","2013-01-08",39,"POULTRY",67.609,0
"13592","2013-01-08",4,"POULTRY",302.261,0
"13625","2013-01-08",40,"POULTRY",72.851,0
"13658","2013-01-08",41,"POULTRY",66.53,0
"13691","2013-01-08",42,"POULTRY",0,0
"13724","2013-01-08",43,"POULTRY",104.17,0
"13757","2013-01-08",44,"POULTRY",534.395,0
"13790","2013-01-08",45,"POULTRY",515.814,0
"13823","2013-01-08",46,"POULTRY",577.779,0
"13856","2013-01-08",47,"POULTRY",566.67,0
"13889","2013-01-08",48,"POULTRY",532.901,0
"13922","2013-01-08",49,"POULTRY",201.37,0
"13955","2013-01-08",5,"POULTRY",160.536,0
"13988","2013-01-08",50,"POULTRY",312.98,0
"14021","2013-01-08",51,"POULTRY",310.719,0
"14054","2013-01-08",52,"POULTRY",0,0
"14087","2013-01-08",53,"POULTRY",0,0
"14120","2013-01-08",54,"POULTRY",22.449,0
"14153","2013-01-08",6,"POULTRY",338.289,0
"14186","2013-01-08",7,"POULTRY",206.564,0
"14219","2013-01-08",8,"POULTRY",163.376,0
"14252","2013-01-08",9,"POULTRY",372.35098,0
"14285","2013-01-09",1,"POULTRY",207.27501,0
"14318","2013-01-09",10,"POULTRY",68.899,0
"14351","2013-01-09",11,"POULTRY",252.105,0
"14384","2013-01-09",12,"POULTRY",50.488,0
"14417","2013-01-09",13,"POULTRY",48.155,0
"14450","2013-01-09",14,"POULTRY",69.172,0
"14483","2013-01-09",15,"POULTRY",51.026,0
"14516","2013-01-09",16,"POULTRY",79.302,0
"14549","2013-01-09",17,"POULTRY",149.826,0
"14582","2013-01-09",18,"POULTRY",89.975,0
"14615","2013-01-09",19,"POULTRY",35.751,0
"14648","2013-01-09",2,"POULTRY",275.285,0
"14681","2013-01-09",20,"POULTRY",0,0
"14714","2013-01-09",21,"POULTRY",0,0
"14747","2013-01-09",22,"POULTRY",0,0
"14780","2013-01-09",23,"POULTRY",173.543,0
"14813","2013-01-09",24,"POULTRY",331.298,0
"14846","2013-01-09",25,"POULTRY",74.599,0
"14879","2013-01-09",26,"POULTRY",125.941,0
"14912","2013-01-09",27,"POULTRY",179.485,0
"14945","2013-01-09",28,"POULTRY",71.645004,0
"14978","2013-01-09",29,"POULTRY",0,0
"15011","2013-01-09",3,"POULTRY",458.435,0
"15044","2013-01-09",30,"POULTRY",27.856998,0
"15077","2013-01-09",31,"POULTRY",35.849,0
"15110","2013-01-09",32,"POULTRY",34.994,0
"15143","2013-01-09",33,"POULTRY",88.792,0
"15176","2013-01-09",34,"POULTRY",61.94,0
"15209","2013-01-09",35,"POULTRY",1.595,0
"15242","2013-01-09",36,"POULTRY",0,0
"15275","2013-01-09",37,"POULTRY",122.13,0
"15308","2013-01-09",38,"POULTRY",70.89,0
"15341","2013-01-09",39,"POULTRY",46.97,0
"15374","2013-01-09",4,"POULTRY",229.235,0
"15407","2013-01-09",40,"POULTRY",52.96,0
"15440","2013-01-09",41,"POULTRY",43.64,0
"15473","2013-01-09",42,"POULTRY",0,0
"15506","2013-01-09",43,"POULTRY",77.434,0
"15539","2013-01-09",44,"POULTRY",580.199,0
"15572","2013-01-09",45,"POULTRY",488.184,0
"15605","2013-01-09",46,"POULTRY",472.999,0
"15638","2013-01-09",47,"POULTRY",567.529,0
"15671","2013-01-09",48,"POULTRY",443.882,0
"15704","2013-01-09",49,"POULTRY",218.56201,0
"15737","2013-01-09",5,"POULTRY",159.213,0
"15770","2013-01-09",50,"POULTRY",296.141,0
"15803","2013-01-09",51,"POULTRY",446.479,0
"15836","2013-01-09",52,"POULTRY",0,0
"15869","2013-01-09",53,"POULTRY",0,0
"15902","2013-01-09",54,"POULTRY",27.335,0
"15935","2013-01-09",6,"POULTRY",333.046,0
"15968","2013-01-09",7,"POULTRY",208.512,0
"16001","2013-01-09",8,"POULTRY",242.306,0
"16034","2013-01-09",9,"POULTRY",317.421,0
"16067","2013-01-10",1,"POULTRY",156.072,0
"16100","2013-01-10",10,"POULTRY",79.508,0
"16133","2013-01-10",11,"POULTRY",380.337,0
"16166","2013-01-10",12,"POULTRY",113.428,0
"16199","2013-01-10",13,"POULTRY",24.557,0
"16232","2013-01-10",14,"POULTRY",66.107,0
"16265","2013-01-10",15,"POULTRY",35.265,0
"16298","2013-01-10",16,"POULTRY",79.922,0
"16331","2013-01-10",17,"POULTRY",161.845,0
"16364","2013-01-10",18,"POULTRY",111.055,0
"16397","2013-01-10",19,"POULTRY",67.536,0
"16430","2013-01-10",2,"POULTRY",188.69301,0
"16463","2013-01-10",20,"POULTRY",0,0
"16496","2013-01-10",21,"POULTRY",0,0
"16529","2013-01-10",22,"POULTRY",0,0
"16562","2013-01-10",23,"POULTRY",122.019,0
"16595","2013-01-10",24,"POULTRY",259.486,0
"16628","2013-01-10",25,"POULTRY",62.464,0
"16661","2013-01-10",26,"POULTRY",120.225,0
"16694","2013-01-10",27,"POULTRY",163.088,0
"16727","2013-01-10",28,"POULTRY",103.84,0
"16760","2013-01-10",29,"POULTRY",0,0
"16793","2013-01-10",3,"POULTRY",360.579,0
"16826","2013-01-10",30,"POULTRY",83.533005,0
"16859","2013-01-10",31,"POULTRY",57.625,0
"16892","2013-01-10",32,"POULTRY",61.748,0
"16925","2013-01-10",33,"POULTRY",100.785,0
"16958","2013-01-10",34,"POULTRY",89.457,0
"16991","2013-01-10",35,"POULTRY",15.203,0
"17024","2013-01-10",36,"POULTRY",0,0
"17057","2013-01-10",37,"POULTRY",96.483,0
"17090","2013-01-10",38,"POULTRY",51.013,0
"17123","2013-01-10",39,"POULTRY",88.579,0
"17156","2013-01-10",4,"POULTRY",164.785,0
"17189","2013-01-10",40,"POULTRY",61.919,0
"17222","2013-01-10",41,"POULTRY",44.485,0
"17255","2013-01-10",42,"POULTRY",0,0
"17288","2013-01-10",43,"POULTRY",74.973,0
"17321","2013-01-10",44,"POULTRY",430.67398,0
"17354","2013-01-10",45,"POULTRY",298.82,0
"17387","2013-01-10",46,"POULTRY",496.567,0
"17420","2013-01-10",47,"POULTRY",437.706,0
"17453","2013-01-10",48,"POULTRY",332.568,0
"17486","2013-01-10",49,"POULTRY",162.229,0
"17519","2013-01-10",5,"POULTRY",148.281,0
"17552","2013-01-10",50,"POULTRY",237.72,0
"17585","2013-01-10",51,"POULTRY",312.898,0
"17618","2013-01-10",52,"POULTRY",0,0
"17651","2013-01-10",53,"POULTRY",0,0
"17684","2013-01-10",54,"POULTRY",10.485,0
"17717","2013-01-10",6,"POULTRY",218.829,0
"17750","2013-01-10",7,"POULTRY",183.169,0
"17783","2013-01-10",8,"POULTRY",129.997,0
"17816","2013-01-10",9,"POULTRY",351.544,0
"17849","2013-01-11",1,"POULTRY",179.567,0
"17882","2013-01-11",10,"POULTRY",58.531,0
"17915","2013-01-11",11,"POULTRY",304.858,0
"17948","2013-01-11",12,"POULTRY",53.166,0
"17981","2013-01-11",13,"POULTRY",102.397,0
