"","date","store_nbr","family","sales","onpromotion"
"7384","2013-01-05",16,"MEATS",108.769,0
"7417","2013-01-05",17,"MEATS",253.462,0
"7450","2013-01-05",18,"MEATS",166.637,0
"7483","2013-01-05",19,"MEATS",383.22202,0
"7516","2013-01-05",2,"MEATS",578.157,0
"7549","2013-01-05",20,"MEATS",0,0
"7582","2013-01-05",21,"MEATS",0,0
"7615","2013-01-05",22,"MEATS",0,0
"7648","2013-01-05",23,"MEATS",672.254,0
"7681","2013-01-05",24,"MEATS",467.114,0
"7714","2013-01-05",25,"MEATS",140.102,0
"7747","2013-01-05",26,"MEATS",283.359,0
"7780","2013-01-05",27,"MEATS",224.511,0
"7813","2013-01-05",28,"MEATS",139.654,0
"7846","2013-01-05",29,"MEATS",0,0
"7879","2013-01-05",3,"MEATS",897.419,0
"7912","2013-01-05",30,"MEATS",45.184,0
"7945","2013-01-05",31,"MEATS",50.277,0
"7978","2013-01-05",32,"MEATS",83.583,0
"8011","2013-01-05",33,"MEATS",183.213,0
"8044","2013-01-05",34,"MEATS",34.847,0
"8077","2013-01-05",35,"MEATS",24.624,0
"8110","2013-01-05",36,"MEATS",0,0
"8143","2013-01-05",37,"MEATS",373.991,0
"8176","2013-01-05",38,"MEATS",231.876,0
"8209","2013-01-05",39,"MEATS",186.265,0
"8242","2013-01-05",4,"MEATS",454.877,0
"8275","2013-01-05",40,"MEATS",64.383,0
"8308","2013-01-05",41,"MEATS",144.726,0
"8341","2013-01-05",42,"MEATS",0,0
"8374","2013-01-05",43,"MEATS",43.759,0
"8407","2013-01-05",44,"MEATS",1305.866,0
"8440","2013-01-05",45,"MEATS",1414.935,0
"8473","2013-01-05",46,"MEATS",1551.111,0
"8506","2013-01-05",47,"MEATS",1163.769,0
"8539","2013-01-05",48,"MEATS",1383.687,0
"8572","2013-01-05",49,"MEATS",644.987,0
"8605","2013-01-05",5,"MEATS",466.825,0
"8638","2013-01-05",50,"MEATS",1271.948,0
"8671","2013-01-05",51,"MEATS",668.185,0
"8704","2013-01-05",52,"MEATS",0,0
"8737","2013-01-05",53,"MEATS",0,0
"8770","2013-01-05",54,"MEATS",43.431,0
"8803","2013-01-05",6,"MEATS",631.19403,0
"8836","2013-01-05",7,"MEATS",520.699,0
"8869","2013-01-05",8,"MEATS",608.86,0
"8902","2013-01-05",9,"MEATS",447.685,0
"8935","2013-01-06",1,"MEATS",113.282,0
"8968","2013-01-06",10,"MEATS",284.974,0
"9001","2013-01-06",11,"MEATS",734.61505,0
"9034","2013-01-06",12,"MEATS",191.236,0
"9067","2013-01-06",13,"MEATS",137.601,0
"9100","2013-01-06",14,"MEATS",279.70502,0
"9133","2013-01-06",15,"MEATS",114.939,0
"9166","2013-01-06",16,"MEATS",117.669,0
"9199","2013-01-06",17,"MEATS",172.269,0
"9232","2013-01-06",18,"MEATS",161.319,0
"9265","2013-01-06",19,"MEATS",121.018005,0
"9298","2013-01-06",2,"MEATS",532.903,0
"9331","2013-01-06",20,"MEATS",0,0
"9364","2013-01-06",21,"MEATS",0,0
"9397","2013-01-06",22,"MEATS",0,0
"9430","2013-01-06",23,"MEATS",402.884,0
"9463","2013-01-06",24,"MEATS",351.855,0
"9496","2013-01-06",25,"MEATS",75.593,0
"9529","2013-01-06",26,"MEATS",343.803,0
"9562","2013-01-06",27,"MEATS",240.193,0
"9595","2013-01-06",28,"MEATS",167.70999,0
"9628","2013-01-06",29,"MEATS",0,0
"9661","2013-01-06",3,"MEATS",952.456,0
"9694","2013-01-06",30,"MEATS",62.091,0
"9727","2013-01-06",31,"MEATS",271.46,0
"9760","2013-01-06",32,"MEATS",70.973,0
"9793","2013-01-06",33,"MEATS",283.639,0
"9826","2013-01-06",34,"MEATS",235.545,0
"9859","2013-01-06",35,"MEATS",99.094,0
"9892","2013-01-06",36,"MEATS",0,0
"9925","2013-01-06",37,"MEATS",282.333,0
"9958","2013-01-06",38,"MEATS",305.398,0
"9991","2013-01-06",39,"MEATS",158.026,0
"10024","2013-01-06",4,"MEATS",672.929,0
"10057","2013-01-06",40,"MEATS",75.892,0
"10090","2013-01-06",41,"MEATS",203.707,0
"10123","2013-01-06",42,"MEATS",0,0
"10156","2013-01-06",43,"MEATS",163.76399,0
"10189","2013-01-06",44,"MEATS",1547.984,0
"10222","2013-01-06",45,"MEATS",1707.258,0
"10255","2013-01-06",46,"MEATS",1951.566,0
"10288","2013-01-06",47,"MEATS",1363.68,0
"10321","2013-01-06",48,"MEATS",1594.044,0
"10354","2013-01-06",49,"MEATS",825.137,0
"10387","2013-01-06",5,"MEATS",536.73303,0
"10420","2013-01-06",50,"MEATS",895.25903,0
"10453","2013-01-06",51,"MEATS",760.576,0
"10486","2013-01-06",52,"MEATS",0,0
"10519","2013-01-06",53,"MEATS",0,0
"10552","2013-01-06",54,"MEATS",66.222,0
"10585","2013-01-06",6,"MEATS",694.27,0
"10618","2013-01-06",7,"MEATS",446.691,0
"10651","2013-01-06",8,"MEATS",554.659,0
"10684","2013-01-06",9,"MEATS",555.051,0
"10717","2013-01-07",1,"MEATS",266.72,0
"10750","2013-01-07",10,"MEATS",277.877,0
"10783","2013-01-07",11,"MEATS",845.054,0
"10816","2013-01-07",12,"MEATS",150.90599,0
"10849","2013-01-07",13,"MEATS",187.815,0
"10882","2013-01-07",14,"MEATS",381.893,0
"10915","2013-01-07",15,"MEATS",124.219,0
"10948","2013-01-07",16,"MEATS",68.902,0
"10981","2013-01-07",17,"MEATS",250.659,0
"11014","2013-01-07",18,"MEATS",89.642,0
"11047","2013-01-07",19,"MEATS",147.778,0
"11080","2013-01-07",2,"MEATS",549.981,0
"11113","2013-01-07",20,"MEATS",0,0
"11146","2013-01-07",21,"MEATS",0,0
"11179","2013-01-07",22,"MEATS",0,0
"11212","2013-01-07",23,"MEATS",2190.9731,0
"11245","2013-01-07",24,"MEATS",353.698,0
"11278","2013-01-07",25,"MEATS",179.377,0
"11311","2013-01-07",26,"MEATS",308.526,0
"11344","2013-01-07",27,"MEATS",129.277,0
"11377","2013-01-07",28,"MEATS",102.779,0
"11410","2013-01-07",29,"MEATS",0,0
"11443","2013-01-07",3,"MEATS",674.85,0
"11476","2013-01-07",30,"MEATS",68.116,0
"11509","2013-01-07",31,"MEATS",253.73799,0
"11542","2013-01-07",32,"MEATS",100.173,0
"11575","2013-01-07",33,"MEATS",129.755,0
"11608","2013-01-07",34,"MEATS",118.838,0
"11641","2013-01-07",35,"MEATS",63.608,0
"11674","2013-01-07",36,"MEATS",0,0
"11707","2013-01-07",37,"MEATS",250.161,0
"11740","2013-01-07",38,"MEATS",183.083,0
"11773","2013-01-07",39,"MEATS",63.049,0
"11806","2013-01-07",4,"MEATS",207.655,0
"11839","2013-01-07",40,"MEATS",90.792,0
"11872","2013-01-07",41,"MEATS",110.043,0
"11905","2013-01-07",42,"MEATS",0,0
"11938","2013-01-07",43,"MEATS",57.724,0
"11971","2013-01-07",44,"MEATS",1004.881,0
"12004","2013-01-07",45,"MEATS",1040.472,0
"12037","2013-01-07",46,"MEATS",1425.584,0
"12070","2013-01-07",47,"MEATS",708.705,0
"12103","2013-01-07",48,"MEATS",1164.99,0
"12136","2013-01-07",49,"MEATS",479.053,0
"12169","2013-01-07",5,"MEATS",227.992,0
"12202","2013-01-07",50,"MEATS",744.624,0
"12235","2013-01-07",51,"MEATS",804.762,0
"12268","2013-01-07",52,"MEATS",0,0
"12301","2013-01-07",53,"MEATS",0,0
"12334","2013-01-07",54,"MEATS",41.093998,0
"12367","2013-01-07",6,"MEATS",461.928,0
"12400","2013-01-07",7,"MEATS",463.367,0
"12433","2013-01-07",8,"MEATS",463.98,0
"12466","2013-01-07",9,"MEATS",305.082,0
"12499","2013-01-08",1,"MEATS",393.51,0
"12532","2013-01-08",10,"MEATS",224.672,0
"12565","2013-01-08",11,"MEATS",559.881,0
"12598","2013-01-08",12,"MEATS",180.539,0
"12631","2013-01-08",13,"MEATS",156.194,0
"12664","2013-01-08",14,"MEATS",470.754,0
"12697","2013-01-08",15,"MEATS",109.749,0
"12730","2013-01-08",16,"MEATS",97.733,0
"12763","2013-01-08",17,"MEATS",197.517,0
"12796","2013-01-08",18,"MEATS",82.118,0
"12829","2013-01-08",19,"MEATS",116.936005,0
"12862","2013-01-08",2,"MEATS",470.653,0
"12895","2013-01-08",20,"MEATS",0,0
"12928","2013-01-08",21,"MEATS",0,0
"12961","2013-01-08",22,"MEATS",0,0
"12994","2013-01-08",23,"MEATS",449.909,0
"13027","2013-01-08",24,"MEATS",475.66998,0
"13060","2013-01-08",25,"MEATS",110.295,0
"13093","2013-01-08",26,"MEATS",166.537,0
"13126","2013-01-08",27,"MEATS",162.755,0
"13159","2013-01-08",28,"MEATS",114.377,0
"13192","2013-01-08",29,"MEATS",0,0
"13225","2013-01-08",3,"MEATS",503.022,0
"13258","2013-01-08",30,"MEATS",66.135,0
"13291","2013-01-08",31,"MEATS",33.222,0
"13324","2013-01-08",32,"MEATS",65.087,0
"13357","2013-01-08",33,"MEATS",210.404,0
"13390","2013-01-08",34,"MEATS",205.137,0
"13423","2013-01-08",35,"MEATS",118.927,0
"13456","2013-01-08",36,"MEATS",0,0
"13489","2013-01-08",37,"MEATS",245.923,0
"13522","2013-01-08",38,"MEATS",155.969,0
"13555","2013-01-08",39,"MEATS",144.581,0
"13588","2013-01-08",4,"MEATS",401.84,0
"13621","2013-01-08",40,"MEATS",58.61,0
"13654","2013-01-08",41,"MEATS",114.029,0
"13687","2013-01-08",42,"MEATS",0,0
"13720","2013-01-08",43,"MEATS",132.21,0
"13753","2013-01-08",44,"MEATS",810.405,0
"13786","2013-01-08",45,"MEATS",925.543,0
"13819","2013-01-08",46,"MEATS",1586.962,0
"13852","2013-01-08",47,"MEATS",754.245,0
"13885","2013-01-08",48,"MEATS",917.09,0
"13918","2013-01-08",49,"MEATS",362.31,0
"13951","2013-01-08",5,"MEATS",314.298,0
"13984","2013-01-08",50,"MEATS",1053.852,0
"14017","2013-01-08",51,"MEATS",573.778,0
"14050","2013-01-08",52,"MEATS",0,0
"14083","2013-01-08",53,"MEATS",0,0
"14116","2013-01-08",54,"MEATS",37.015,0
"14149","2013-01-08",6,"MEATS",428.538,0
"14182","2013-01-08",7,"MEATS",710.591,0
"14215","2013-01-08",8,"MEATS",377.801,0
"14248","2013-01-08",9,"MEATS",352.997,0
"14281","2013-01-09",1,"MEATS",390.15298,0
"14314","2013-01-09",10,"MEATS",210.368,0
"14347","2013-01-09",11,"MEATS",668.922,0
"14380","2013-01-09",12,"MEATS",172.92,0
"14413","2013-01-09",13,"MEATS",133.354,0
"14446","2013-01-09",14,"MEATS",361.37,0
"14479","2013-01-09",15,"MEATS",130.138,0
"14512","2013-01-09",16,"MEATS",73.028,0
"14545","2013-01-09",17,"MEATS",185.441,0
"14578","2013-01-09",18,"MEATS",90.799,0
"14611","2013-01-09",19,"MEATS",106.791,0
"14644","2013-01-09",2,"MEATS",477.222,0
"14677","2013-01-09",20,"MEATS",0,0
"14710","2013-01-09",21,"MEATS",0,0
"14743","2013-01-09",22,"MEATS",0,0
"14776","2013-01-09",23,"MEATS",3409.01,0
"14809","2013-01-09",24,"MEATS",523.145,0
"14842","2013-01-09",25,"MEATS",336.763,0
"14875","2013-01-09",26,"MEATS",200.368,0
"14908","2013-01-09",27,"MEATS",145.37,0
"14941","2013-01-09",28,"MEATS",68.717,0
"14974","2013-01-09",29,"MEATS",0,0
"15007","2013-01-09",3,"MEATS",737.729,0
"15040","2013-01-09",30,"MEATS",41.758,0
"15073","2013-01-09",31,"MEATS",143.45,0
"15106","2013-01-09",32,"MEATS",48.802998,0
"15139","2013-01-09",33,"MEATS",144.616,0
"15172","2013-01-09",34,"MEATS",173.43,0
"15205","2013-01-09",35,"MEATS",26.159,0
"15238","2013-01-09",36,"MEATS",0,0
"15271","2013-01-09",37,"MEATS",346.777,0
"15304","2013-01-09",38,"MEATS",145.649,0
"15337","2013-01-09",39,"MEATS",93.270004,0
"15370","2013-01-09",4,"MEATS",414.281,0
"15403","2013-01-09",40,"MEATS",50.544,0
"15436","2013-01-09",41,"MEATS",84.001,0
"15469","2013-01-09",42,"MEATS",0,0
"15502","2013-01-09",43,"MEATS",124.76,0
"15535","2013-01-09",44,"MEATS",926.779,0
"15568","2013-01-09",45,"MEATS",968.713,0
"15601","2013-01-09",46,"MEATS",1304.318,0
"15634","2013-01-09",47,"MEATS",707.368,0
"15667","2013-01-09",48,"MEATS",683.40497,0
"15700","2013-01-09",49,"MEATS",462.4,0
"15733","2013-01-09",5,"MEATS",344.722,0
"15766","2013-01-09",50,"MEATS",890.595,0
"15799","2013-01-09",51,"MEATS",758.655,0
"15832","2013-01-09",52,"MEATS",0,0
"15865","2013-01-09",53,"MEATS",0,0
"15898","2013-01-09",54,"MEATS",32.94,0
"15931","2013-01-09",6,"MEATS",487.349,0
"15964","2013-01-09",7,"MEATS",450.462,0
"15997","2013-01-09",8,"MEATS",527.66,0
"16030","2013-01-09",9,"MEATS",335.311,0
"16063","2013-01-10",1,"MEATS",246.035,0
"16096","2013-01-10",10,"MEATS",226.098,0
"16129","2013-01-10",11,"MEATS",814.169,0
"16162","2013-01-10",12,"MEATS",146.409,0
"16195","2013-01-10",13,"MEATS",130.043,0
"16228","2013-01-10",14,"MEATS",405.731,0
"16261","2013-01-10",15,"MEATS",155.099,0
"16294","2013-01-10",16,"MEATS",80.37,0
"16327","2013-01-10",17,"MEATS",228.099,0
"16360","2013-01-10",18,"MEATS",146.735,0
"16393","2013-01-10",19,"MEATS",102.715004,0
"16426","2013-01-10",2,"MEATS",473.385,0
"16459","2013-01-10",20,"MEATS",0,0
"16492","2013-01-10",21,"MEATS",0,0
"16525","2013-01-10",22,"MEATS",0,0
"16558","2013-01-10",23,"MEATS",619.969,0
"16591","2013-01-10",24,"MEATS",419.334,0
"16624","2013-01-10",25,"MEATS",116.333,0
"16657","2013-01-10",26,"MEATS",677.777,0
"16690","2013-01-10",27,"MEATS",161.016,0
"16723","2013-01-10",28,"MEATS",82.714,0
"16756","2013-01-10",29,"MEATS",0,0
"16789","2013-01-10",3,"MEATS",567.092,0
"16822","2013-01-10",30,"MEATS",72.912,0
"16855","2013-01-10",31,"MEATS",202.777,0
"16888","2013-01-10",32,"MEATS",76.636,0
"16921","2013-01-10",33,"MEATS",183.832,0
"16954","2013-01-10",34,"MEATS",161.806,0
"16987","2013-01-10",35,"MEATS",113.369,0
"17020","2013-01-10",36,"MEATS",0,0
"17053","2013-01-10",37,"MEATS",190.403,0
"17086","2013-01-10",38,"MEATS",137.114,0
"17119","2013-01-10",39,"MEATS",136.549,0
"17152","2013-01-10",4,"MEATS",271.455,0
"17185","2013-01-10",40,"MEATS",43.656,0
"17218","2013-01-10",41,"MEATS",103.675,0
"17251","2013-01-10",42,"MEATS",0,0
"17284","2013-01-10",43,"MEATS",101.863,0
"17317","2013-01-10",44,"MEATS",785.936,0
"17350","2013-01-10",45,"MEATS",654.459,0
"17383","2013-01-10",46,"MEATS",956.714,0
"17416","2013-01-10",47,"MEATS",578.689,0
"17449","2013-01-10",48,"MEATS",708.327,0
"17482","2013-01-10",49,"MEATS",380.966,0
"17515","2013-01-10",5,"MEATS",262.67902,0
"17548","2013-01-10",50,"MEATS",833.686,0
"17581","2013-01-10",51,"MEATS",563.191,0
"17614","2013-01-10",52,"MEATS",0,0
"17647","2013-01-10",53,"MEATS",0,0
"17680","2013-01-10",54,"MEATS",35.335,0
"17713","2013-01-10",6,"MEATS",367.952,0
"17746","2013-01-10",7,"MEATS",464.24802,0
"17779","2013-01-10",8,"MEATS",523.348,0
"17812","2013-01-10",9,"MEATS",434.25,0
"17845","2013-01-11",1,"MEATS",458.241,0
"17878","2013-01-11",10,"MEATS",198.162,0
"17911","2013-01-11",11,"MEATS",451.195,0
"17944","2013-01-11",12,"MEATS",140.672,0
"17977","2013-01-11",13,"MEATS",138.352,0
"18010","2013-01-11",14,"MEATS",360.181,0
"18043","2013-01-11",15,"MEATS",91.39,0
"18076","2013-01-11",16,"MEATS",68.829,0
"18109","2013-01-11",17,"MEATS",153.86101,0
"18142","2013-01-11",18,"MEATS",67.229,0
"18175","2013-01-11",19,"MEATS",77.924,0
"18208","2013-01-11",2,"MEATS",583.78796,0
"18241","2013-01-11",20,"MEATS",0,0
"18274","2013-01-11",21,"MEATS",0,0
"18307","2013-01-11",22,"MEATS",0,0
"18340","2013-01-11",23,"MEATS",329.053,0
"18373","2013-01-11",24,"MEATS",589.592,0
"18406","2013-01-11",25,"MEATS",255.93199,0
"18439","2013-01-11",26,"MEATS",276.602,0
"18472","2013-01-11",27,"MEATS",168.888,0
"18505","2013-01-11",28,"MEATS",66.775,0
"18538","2013-01-11",29,"MEATS",0,0
"18571","2013-01-11",3,"MEATS",947.956,0
"18604","2013-01-11",30,"MEATS",16.663,0
"18637","2013-01-11",31,"MEATS",156.029,0
"18670","2013-01-11",32,"MEATS",46.215,0
